platform,review,rating,engagement,date
Gojek,mantap,4,0,2026-02-08 17:19:22
Gojek,sangat cocok buat transportasi,5,0,2026-02-08 17:06:05
Gojek,kerennn,5,0,2026-02-08 16:59:37
Gojek,ok,5,0,2026-02-08 16:56:03
Gojek,payaaah PD nolak di stasiun bdg pdhl standar pesen nya .seperti disengaja dilama lamain .biar gw cancel gt ya.,1,3,2026-02-08 16:54:16
Gojek,makasih,5,0,2026-02-08 16:24:54
Gojek,makain memper mudah,5,0,2026-02-08 16:22:36
Gojek,sangat membantu,5,0,2026-02-08 16:14:04
Gojek,mantap,5,0,2026-02-08 15:56:19
Gojek,HATI HATI DENGAN SYSTEM IBLIS PECAH TAGIHAN GOPAYLATER.. JEBAKAN IBLIS YANG MALAH MEMBENGKAK TAGIHAN. HAPUS AJ APPS INI DR HP,1,1,2026-02-08 15:40:26
Gojek,nyaman,5,0,2026-02-08 15:37:23
Gojek,mantap,5,0,2026-02-08 15:30:53
Gojek,bagus mantab,5,0,2026-02-08 15:04:53
Gojek,bagus cepat dan terpercaya,5,0,2026-02-08 15:02:43
Gojek,Ok,5,0,2026-02-08 14:58:55
Gojek,terbaik,5,0,2026-02-08 14:25:39
Gojek,mantap,5,0,2026-02-08 14:25:35
Gojek,beli token listri pngen cepet karena pulsa sudah hbis eh taunya saldo sudah kepotong token listrinya gak dikirim laporannya dalam perbaikan sistem kak lucu saldo keptong tapi trobel potong saldo pulsa jadi kecewa banget,1,0,2026-02-08 14:15:42
Gojek,attitude drivernya bagus,5,0,2026-02-08 14:06:06
Gojek,oke,5,0,2026-02-08 14:04:12
Gojek,masa gw sampe pesen dua kali buat cari drivernya mana diphp in lagi,1,1,2026-02-08 13:50:50
Gojek,"aplikasi gak guna kita nunggu udah kelaparan,,.malah dibatalin sepihak,,kalau kita batalin karena salah order tidak bisa.. hargai customer itu.kita ini byar loh bukan graatisan",1,0,2026-02-08 13:49:29
Gojek,pakai voucher malah tambah mahal 😡,1,0,2026-02-08 13:38:35
Gojek,ok,5,0,2026-02-08 13:26:22
Gojek,manyap,5,0,2026-02-08 13:19:59
Gojek,ok lah,4,0,2026-02-08 13:14:32
Gojek,"males banget kalo lagi gak ada driver, gak bisa batalin suruh nunggu sejam lebih, mana kalo chat bantuan ke cs pake AI , jawaban nya template bangett, gak ada kepastian, bintang satu, kalo bisa gak tak kasi bintang",1,0,2026-02-08 13:09:57
Gojek,"hapus aja fitur gopay pinjam nya, perrcuma klo gak bisa dipake udah muak aku",1,0,2026-02-08 13:08:33
Gojek,Good,4,0,2026-02-08 13:00:02
Gojek,aplikasi kurang bagus costumer service nya gak jelas dan gak membantu sama sekali,1,0,2026-02-08 12:56:06
Gojek,bagus,5,0,2026-02-08 12:54:42
Gojek,tidak di rekomendasikan karnaaa pengalaman sayaa saya belii makanan 2 Jam baru sampai lamaa sekali nunggunya😠 mending di grab ada gratis ongkir cepet lagi datengnya,1,1,2026-02-08 12:49:38
Gojek,"bagus,membantu,bisa mengantarkan kemana saja,apa saja👍",5,0,2026-02-08 12:45:17
Gojek,mantull tp bnyk iklan nya,5,0,2026-02-08 12:43:41
Gojek,meski hujan ttp cpt dpt driver,5,0,2026-02-08 12:34:12
Gojek,sangat membantu sekali👍🏻👍🏻👍🏻,5,0,2026-02-08 12:28:33
Gojek,cpat sampai..,5,0,2026-02-08 12:18:34
Gojek,diskonnya banyakin dong dan iklan terlau membingungkan,4,0,2026-02-08 12:09:49
Gojek,over all is good,5,0,2026-02-08 11:56:22
Gojek,tepat wsktu,5,0,2026-02-08 11:55:47
Gojek,"lebih cepat ditanggapi ,tapi ada minusnya agak mahal juga ya",5,0,2026-02-08 11:51:07
Gojek,"nungguin sejamm ga nyampe ""padahal di tulisan 8 menit lagi sampe, gara"" make yang hemat jadi gini hapus aja gojek hematnya ga guna, tolong di perbaiki lagi gojek astagayy",2,2,2026-02-08 11:49:59
Gojek,bagus,5,0,2026-02-08 11:49:44
Gojek,mempermudah pesen makanan lewat online,5,0,2026-02-08 11:43:54
Gojek,"baik, nyaman dan bersih mobilnya",5,0,2026-02-08 11:40:14
Gojek,Buat mendadak sangat membantu dan akurat,5,0,2026-02-08 11:33:01
Gojek,bagus,5,0,2026-02-08 11:30:48
Gojek,bagus tp aneh pay later nya gak bs aktf,5,0,2026-02-08 11:15:06
Gojek,Sy tdk pernah ikut gojek plus tapi selalu kepotong saldo sy.,1,1,2026-02-08 11:06:35
Gojek,cs nya bot,1,1,2026-02-08 11:06:33
Gojek,mantap,5,0,2026-02-08 10:58:45
Gojek,"saya pesan gofood tetapi tidak lengkap. mengajukan komplain chat driver tidak ada tanggapan, saya chat CS gojek tapi juga tidak ada kompensasi padahal memang barangnya kurang. sudah difotokan tetapi mengecewakan tidak ada pengembalian dana. Padahal saya pengguna gojek sudah lama dan selalu berlangganan gojek plus",1,0,2026-02-08 10:47:57
Gojek,"tidak lama menunggu, murah",5,0,2026-02-08 10:47:49
Gojek,sangat membantu mengantar makanan,5,0,2026-02-08 10:41:54
Gojek,jos,5,0,2026-02-08 10:39:51
Gojek,"percuma ada sistem goshop,gomart nya tiap dipakai slalu ditolak dari dulu",1,0,2026-02-08 10:38:31
Gojek,aplikasi tolol sering ngirim uang via e wallet tapi ga pernah masuk padahal resinya ada dan benar semua datanya,1,0,2026-02-08 10:37:52
Gojek,good,5,0,2026-02-08 10:06:47
Gojek,"mohon disediakan fitur pembatalan, karna sulit jika ada pesanan yg salah",2,0,2026-02-08 09:54:54
Gojek,oke,5,0,2026-02-08 09:39:37
Gojek,mantap,5,0,2026-02-08 09:38:42
Gojek,drivernya pada kurang ajar,1,0,2026-02-08 09:35:20
Gojek,saya pengguna gojek tapi kalo pagi mesen selalu jauh khusus hemat beralih ke reguler cepet driver nya,1,0,2026-02-08 09:18:44
Gojek,TOP BANGET,5,0,2026-02-08 09:18:28
Gojek,terbaik,5,0,2026-02-08 09:17:45
Gojek,sudah beberapa x pelayanan mengemudi sangat baik,5,0,2026-02-08 09:12:50
Gojek,ok,5,0,2026-02-08 09:09:17
Gojek,berguna,5,0,2026-02-08 08:51:38
Gojek,mantap cepat aman .,5,0,2026-02-08 08:42:37
Gojek,mantap gojek,5,0,2026-02-08 08:37:29
Gojek,"bagus, cepat sih penjemputan nya",5,0,2026-02-08 08:28:53
Gojek,ok,5,0,2026-02-08 08:26:27
Gojek,nice,5,0,2026-02-08 08:25:06
Gojek,josssss tenannnnnn,5,0,2026-02-08 08:21:46
Gojek,di outlet offline harga 18 di gojek jadi 32 gila ga kurang mahal? belum ongkirnya install udah lama beberapa tahun baru kali ini syok,1,1,2026-02-08 07:59:52
Gojek,"saya membeli minuman dari aplikasi ini dengan harga cukup mahal dan lupa untuk menambahkan voucher karena hp sedikit error. ketika saya langsung membatalkan, biasanya bisa dibatalkan tetapi pada kasus ini tidak bisa. saya mau chat restonya juga gabisa, tidak ada fitur untuk mengetik dan menelpon restonya. saya coba chat costumer service nya juga tidak mendapatkan solusi yang maksimal.",1,32,2026-02-08 07:50:49
Gojek,Driver nya sopan baik,5,0,2026-02-08 07:40:47
Gojek,KLO emng ga nyampai sampai pelsok/desa mnding jangan ada d stiap daerah,1,0,2026-02-08 07:35:56
Gojek,sangat membantu,5,0,2026-02-08 07:34:10
Gojek,"ntah knp tiap gofood, nunggu mereka nyari driver itu lamaaaaaaa bgt, dipercepat dong cari driver ny",3,0,2026-02-08 07:25:56
Gojek,mudah digunakan,5,0,2026-02-08 07:06:47
Gojek,abangnya ramah dan bawa motornya hati2 sekali. terimakasih 🙏,5,0,2026-02-08 06:53:38
Gojek,"banyak oknum, komplain tp ga di tangani lebih lanjut, parah bgt ni apk😂",1,1,2026-02-08 06:38:15
Gojek,hebat,5,0,2026-02-08 06:25:16
Gojek,kasian Mitra kalian yg buat kalian kaya tp tdk punya hati mengambil hasil keringat mrk seenaknya dan memberi sanksi tanpa melihat persolaan di lapangan,1,1,2026-02-08 06:24:54
Gojek,respon cepat... pengemudi nya ramah dan sopan,5,0,2026-02-08 06:11:41
Gojek,harga sring tidak akurat,1,1,2026-02-08 05:47:36
Gojek,ada apa dengan akun saya?,1,0,2026-02-08 05:37:49
Gojek,aplikasi yg membantu kegiatan sehari hari,5,0,2026-02-08 05:08:50
Gojek,"maps nya suka banget enggak gerak, saya sering kasih tip ke driver malah rating saya turun 🥲",1,0,2026-02-08 05:02:30
Gojek,good,5,0,2026-02-08 04:43:30
Gojek,drivernya ramah,5,0,2026-02-08 04:29:23
Gojek,sejauh ini pengalaman paling mantap memang gapernah salah pake gojek,5,0,2026-02-08 04:27:46
Gojek,penjemputan cepat,5,0,2026-02-08 04:17:32
Gojek,good,5,0,2026-02-08 03:40:15
Gojek,1. biaya go food makin hari naik. Hanya utk satu makanan yg dipesan biaya embel2nya di medan Rp 17.500 luar biasa.,1,21,2026-02-08 03:26:25
Gojek,bagus,4,0,2026-02-08 03:02:49
Gojek,aplikasi yang sangat membantu kita dlm perjalanan diluar kota sendiri,5,0,2026-02-08 02:33:34
Gojek,"lama datengnya kadang mesen gofood juga lama gada yang mau ngambil, kadang mau ke UBM ancol aj bisa 3 kali di cancel drivernya hadeh gimana dah klo emang gak niat ambil order gausah ambil lah udah nunggu lama malah dicancel juga",1,0,2026-02-08 02:30:06
Gojek,"kecewa berat buat gopaylaternya, saya pengguna yg selalu tepat waktu bayarnya. bahkan belum japo sudah saya bayar. hari ini setelah saya bayar, saya mau gunakan buat beli hadiah gopaylaternya langsung di blokir. lucu sekali pengguna setia Dan benar makenya malah di blokir. apa gak bisa liat riwayat pembayaran saya. kecewa berat. selalu buat kecewa",1,8,2026-02-08 02:27:38
Gojek,good,5,0,2026-02-08 02:19:38
Gojek,nunggu driver selalu lama mohon aplikasi GO-JEK tolong jgan lama2 nunggu driver karna kasihan castamer sering telat kalau berangkat kerja terimakasih,1,0,2026-02-08 02:13:20
Gojek,ok gas,5,0,2026-02-08 02:13:00
Gojek,keren,5,0,2026-02-08 02:08:00
Gojek,gampang di gunakan,5,0,2026-02-08 01:50:16
Gojek,"kok skrng gojek kualitas nya menurun ya? pesan makanan di gofood baru menambahkan ke keranjang trs mau atur alamat belum klaim voucher tiba² langsung ke pesan, trs untuk sebagian driver nya mungkin kerja cuma iseng² saja gaada niatan cari uang, bilang mohon ditunggu giliran ditunggu hampir 20 menitan tiba² dicancel tanpa konfirmasi yg jelas, orderan diterima tanpa konfirmasi malah nyeleweng jalan nya ga sesuai maps alhasil dicancel tanpa konfirmasi juga.",3,0,2026-02-08 01:45:19
Gojek,"ada rute tercepat malah di lewatkan ke rute yang muter""",1,0,2026-02-08 01:37:58
Gojek,"cukup mmbantu, tp terlalu mahal skrg.",3,1,2026-02-08 01:36:26
Gojek,selalu di jemput ga pake lama.. sering dapat promo dah driver ramah,5,0,2026-02-08 01:16:25
Gojek,baik,5,0,2026-02-08 01:14:09
Gojek,mantap,5,0,2026-02-08 01:12:41
Gojek,mau hapus akun pun gak bisa... darimana hubungi cs kalau mau hapus akun?,1,0,2026-02-08 01:11:18
Gojek,"Abdullah Honda Vario plat B5413TCB tindak orang ini karna saya mesen makanan tapi dia batalin, eh malah saya di tagih uang makanan seharga yang di aplikasi. bukannya di selesein malah di batalin pesenan saya dan saya di mintai duit seharga aplikasi kalau gak percaya saksi suami dan orang tua saya bisa hubungi saya kalau kakak nya mau",1,0,2026-02-08 00:29:29
Gojek,"mahal, lambat, sering error",3,0,2026-02-08 00:23:00
Gojek,"Pesen gosend dr tempat biasa ke tujuan ,sudah pesan berkali"" rutenya ga muter"" , sekarang order gosend dg tujuan dan dr tempat yg sama,malah rutenya muter""jadi lebih mahal!",2,0,2026-02-08 00:20:24
Gojek,manfaat,5,0,2026-02-08 00:13:55
Gojek,"Rekomendasi untuk keperluan Sehari,- hari",5,0,2026-02-07 23:59:58
Gojek,mantap ..pertahankan,5,0,2026-02-07 23:32:58
Gojek,“ PAKE HEMAT TIDAK ADA DRIVER YANG MAU AMBIL SAMPAI BERJAM JAM PADAHAL BANYAK DRIVER DI SEKITAR LOKASI “,1,0,2026-02-07 23:30:13
Gojek,lama bgt dapet driver nunggu lama baru dapet driver kesell bgttt,2,1,2026-02-07 22:56:12
Gojek,maaf sebelum ya...tolong dong pihak gojek ini bagaimana kelanjutan ya barang saya yg tertinggal di mobil driver belum ada kabar sama sekali dari pihak driver maupun gojek ya padahal saya sudah membuat laporan dan sudah menghubungi driver ya sampai sekarang belum ada kabar kejelasan kapan barang saya tertinggal di kembalikan. trima kasih dan mohon maaf,4,0,2026-02-07 22:42:46
Gojek,sampai sejauh ini pake ojol. gojek jauh lebih baik dari yg lain,5,0,2026-02-07 22:28:10
Gojek,lebih mantap,5,0,2026-02-07 20:32:04
Gojek,"bintang 5 tapi tolong untuk wilayah yang mitra atau merchant sudah banyakk bisa ditambah lagi untuk kuota pendaftaran drivernya, agar tidak terjadi double orderan yang membuat pesanan lama sekali. anggap juga buka lowongan pekerjaan buat orang",5,0,2026-02-07 19:49:12
Gojek,ferivikasi ribet,1,0,2026-02-07 19:36:08
Gojek,ok,5,0,2026-02-07 19:19:02
Gojek,jaringan oke tapi selalu bilang jaringan ga da hufff,2,0,2026-02-07 18:27:30
Gojek,terbaik,5,0,2026-02-07 18:26:08
Gojek,mungkin bakal lebih oke lagi kalo ditambahin fitur bayar dengan qris min😭🙏,4,0,2026-02-07 18:25:42
Gojek,"aplikasi tolol, saya tidak melakukan orderan, di custemer service tidak bisa menjelaskan, malah akun gojek saya tiba tiba dikeluarkan, dengan alesan server padat merayap.",1,0,2026-02-07 18:12:38
Gojek,aplikasi jadi sangat lemot. padahal jaringan bagus,1,0,2026-02-07 18:08:14
Gojek,MENGECEWAKAN!!! UNINSTAL!!!!,1,0,2026-02-07 18:04:04
Gojek,Baiknya untuk 10 orderan dapat 1 voucher gratis,1,0,2026-02-07 17:52:36
Gojek,pesan gofood sekarang lama banget dapat drivernya hampir 2jm pdhl lokasi resto cuma 5menit,1,0,2026-02-07 17:32:22
Gojek,sangat baik,5,0,2026-02-07 17:28:37
Gojek,terimakasih gojek,5,0,2026-02-07 17:28:33
Gojek,"jelek, gara gara ga nerima kode otp berkali-kali sampe harus nunggu 60 menit gw sampe ketahan ini di stasiun jam setengah 1 malem gara gara gabisa login apk, minimal 10 menit lah nyet emosi gw",1,0,2026-02-07 17:23:13
Gojek,"susah banget dapet driver, sekalinya dapet jauh2. kalo lagi butuh cepet ya wasalam. bye gojek, skr saya uninstall mending pake indrive aja.",1,0,2026-02-07 17:09:10
Gojek,"sekarang pake GO-JEK udah ga enak pesen goride hemat drivernya selalu jauh dan jarang mau ambil kadang drivernya diam saja, pesen goride biasa sama juga sekalinya dapet jauh lagi kenapa ya gojek dapat drivernya jauh mulu, nyobain aplikasi grab dapat drivernya yang deket deket beda dengan GOJEK jadi males pake gojek sekarang apa lagi pas hujan dan jam sibuk dapatnya yg jauh banget padahal di sekitar banyak driver",1,0,2026-02-07 17:04:21
Gojek,"saya suka dengan aplikasinya, tapi saya tidak suka dengan para drivernya, masih banyak driver gojek di luaran sana yang ga isa puasin hati pelanggan, ada gojek yg masih seneng buat bikin onar, jelekin nama panggung, dll. kemaren ibuk saya di fitnah sama salah satu driver gojek yang katanya ibuk saya nambah"" i omongan lah yg itulah yg ini lah cuma gara"" paket, padahal di cht nya dia yg bohong. masih banyak driver diluar sana yg gapunya tata Krama, suka se enaknya sendiri. cuma pgn bsa lbh baik aj",1,0,2026-02-07 16:59:16
Gojek,sangat membantu,4,0,2026-02-07 16:53:23
Gojek,sangat bagus,5,0,2026-02-07 16:07:22
Gojek,puas sekali,5,0,2026-02-07 16:00:58
Gojek,alhamdulillah sangat baik,5,0,2026-02-07 15:46:18
Gojek,sangat terbantu ada nya apk ini..,5,0,2026-02-07 15:44:45
Gojek,sejauh ini semua mudah,5,0,2026-02-07 15:36:07
Gojek,bagus,5,0,2026-02-07 15:33:15
Gojek,mantap banget rekomended,5,0,2026-02-07 14:58:57
Gojek,"ketika orderan tidak ada driver yang pickup, jangan mengorbankan pelanggan dengan menunggu sampai 1 jam lebih hanya untuk cari driver! maksimal tunggu driver setengah jam saja! kendala ada di pihak gojek jangan ditanggung oleh pelanggan! klo ingin resto nya laris maka pickup nya juga cepat!",1,0,2026-02-07 14:57:12
Gojek,top,5,0,2026-02-07 14:56:47
Gojek,driver sulit promo pelit,1,0,2026-02-07 14:53:08
Gojek,i love gojekz,5,0,2026-02-07 14:41:42
Gojek,isi e-money 50.000 blm masuk kaga dibalikin. Sering bgt kasus gini. jgn digojek deh KLO isi emoney,1,0,2026-02-07 14:36:04
Gojek,ok,5,0,2026-02-07 14:26:03
Gojek,is the best,5,0,2026-02-07 14:19:18
Gojek,"kelamaan, mau batalin juga ribet. hadehh...kalah sama apk sebelaah",1,0,2026-02-07 14:17:38
Gojek,Bintang Lima saya suka sesuai murah,5,0,2026-02-07 14:15:27
Gojek,gooodddd,5,0,2026-02-07 14:15:12
Gojek,sangat membatu,5,0,2026-02-07 14:15:02
Gojek,good,5,0,2026-02-07 14:12:06
Gojek,bagus,5,0,2026-02-07 14:04:13
Gojek,"pokoknya gampang kalo mau beli makan, minum,dll",5,0,2026-02-07 14:03:18
Gojek,"sekarang kalo order gofood,cari driver pake waktu,harus nunggu 1jam lebih,dipikir orang gak laper apa?paling males kalo pake apk gojek,sekarang cari driver aja harus pake waktu",1,0,2026-02-07 13:54:54
Gojek,"sangat membantu, terimakasih",5,0,2026-02-07 13:51:07
Gojek,great,5,0,2026-02-07 13:50:45
Gojek,"untuk pemesanan gocar tolong di filter lagi..driver pada nggak niat semua..sudah di tunggu 5menit,ga ada gerak di peta..di chat juga tidak di balas..sudah ganti 3 driver,dari gocar hemat,gocar biasa,gocar prioritas tetap di peta tidak gerak dan di chat tidak di balas",1,2,2026-02-07 13:46:02
Gojek,mantap,5,0,2026-02-07 13:45:28
Gojek,"hari ini sy 4 kali order gocar, dan ke empat nya para driver minta dibatalkan, driver gocar skrg pada SOMBONG menolak orderan, dan sejak kejadian hari ini sekarang sy beralih ke maxim. saran saya utk driver gocar, perbaiki mental bisnis anda...",1,0,2026-02-07 13:40:33
Gojek,ga ada penanganan jelas barang yang hilang akibat kelalaian driver,1,1,2026-02-07 13:39:35
Gojek,trimakasih,5,0,2026-02-07 13:36:30
Gojek,"maaf ya, untuk pemilihan rute kadang masih memilih rute yang lebih jauh padahal ada yang deket jadi naik banget harganya tolong deh, dari kemaren2 ga bener bener dah ini jalannya",2,11,2026-02-07 13:19:09
Gojek,cs sangat tidak membantu,1,1,2026-02-07 13:07:12
Gojek,kalau hujan dan gak dapat driver gofood estimasi waktu makin mundur. gojek semoga perbaiki cepat,1,0,2026-02-07 13:00:47
Gojek,sangat membantu buat kaum males gerak,5,0,2026-02-07 12:53:08
Gojek,"gofood udah 50 menit lebih maksa banget gak bisa dibatalin, gak dapet2 driver, terus udah gitu pihak resto nggak bisa dihubungi, gak ada kompensasi, apalah ini... minimal dikasih tau dong ada driver atau enggak",1,1,2026-02-07 12:50:35
Gojek,"banyak driver gajelas, udah ditungguin lama minta cancel, alasan jauh lah, ga sesuai antara jarak dan harga, lagi ada urusan lain, maaf untuk kali ini bintang 1 🙏",1,0,2026-02-07 12:34:10
Gojek,aplikasinya bagus,5,0,2026-02-07 12:23:16
Gojek,memuaskan,5,0,2026-02-07 12:07:21
Gojek,luaaaar biasa,5,1,2026-02-07 11:55:18
Gojek,Karana bersikap sopan,5,0,2026-02-07 11:54:45
Gojek,"perusahaan terbobrok.paket saya hilang dan saya melaporkan sampai 2 minggu.saya bolak balik disuruh kirim bukti dll karena paket saya di asuransikan.dan ternyata setelah 2 Minggu baru kurirnya mengaku dan bilang kalo barangnya di titipkan di kantor gojek depok. yg lebih g masuk diakal ,saya disuruh ambil sendiri paket itu di depok.jika saya tdkbisa ,saya disuruh melalui pengantaran gosend dengan biaya sendiri😡😡hebat sekali penyelesaian kalian.pantas saja kurir kalian seenaknya.gak TANGGUNG JWB",1,1,2026-02-07 11:54:16
Gojek,sopirnya baik dan sopan,5,0,2026-02-07 11:52:47
Gojek,"driver yg dket banyak dikasih yg paling jauh,,,, emang bego kalian",1,1,2026-02-07 11:52:01
Gojek,"mantap , selalu bs jd andalan",5,0,2026-02-07 11:45:40
Gojek,baik,5,0,2026-02-07 11:44:35
Gojek,sangat membantu,5,0,2026-02-07 11:37:04
Gojek,sangat mudah,5,0,2026-02-07 11:36:33
Gojek,bagus,4,0,2026-02-07 11:27:03
Gojek,tepat waktu dan nyaman 0,5,0,2026-02-07 11:21:10
Gojek,Top,5,0,2026-02-07 11:20:03
Gojek,Memuaskan Pokoknya 👍,4,0,2026-02-07 11:19:15
Gojek,ok,5,0,2026-02-07 11:04:47
Gojek,"lambat kali driver mobil ni macet kaga cuman 500m kaga jalan jalan,main judol dulu??",1,0,2026-02-07 10:47:16
Gojek,banyak supir tidak respon tapi dibatalkan,3,0,2026-02-07 10:29:35
Gojek,GOOD,5,0,2026-02-07 10:16:05
Gojek,luar biasa,5,0,2026-02-07 10:11:55
Gojek,"sangat membantu!!!jujur saya sangat sznang menggunakan aplikasi ini,ditambah fiturnya yang bagus dan sesuai kzbituhan konsumen.jaya terus gojek",5,0,2026-02-07 09:54:21
Gojek,senang sekali pke gojek Krn sgt membantu,5,0,2026-02-07 09:50:12
Gojek,ok,5,0,2026-02-07 09:45:29
Gojek,"susah gbs chat restoran, app suka error udh 2x pesen sendiri",1,0,2026-02-07 09:28:51
Gojek,keren,5,0,2026-02-07 09:25:46
Gojek,kerennn,5,0,2026-02-07 09:21:55
Gojek,ok,5,0,2026-02-07 09:17:08
Gojek,ok banget.,5,0,2026-02-07 09:01:34
Gojek,kebanyakan driver kj posisi di aplikasi tidak sesuai dengan konfirmasi by phone,2,0,2026-02-07 08:53:07
Gojek,"Pesan satu driver, malah error loading doang, terus tiba-tiba datang driver 2 orang. Sial bgt, mana lagi pake metode pembayaran gopay, jadinya di bayar keduanya. Bagusin tu bug nya, jgn nilep uang orang",2,0,2026-02-07 08:46:11
Gojek,Kapan ada pembayaran QRIS???,4,0,2026-02-07 08:39:26
Gojek,mantap,4,0,2026-02-07 08:31:32
Gojek,pelayanan sangat baik,1,0,2026-02-07 08:30:35
Gojek,"buat gocar, goride nya aman sihhh tapi buat gofood nya gak bgt bintang 1.udah 2 kali pengalaman yg pertama pesen jam 7 dateng jam 9,oke gapapa lah masih dateng kok nah yang kedua ini barusan ini pesen jam setengah 7 ini sampek jam 9 ini tetep tulisan nya perkiraan 55 menit eh ko tetep segitu mulu trus ada tulisan lagi awal nya tepat waktu jadi telat dannn ujung ujung nya kata nya driver nya sibuk yuk order lagi/ulang yuk... padahal udah nungguin 2 jam eh di batalin + suruh pesen ulang",4,2,2026-02-07 08:19:48
Gojek,Bagus,5,0,2026-02-07 08:16:33
Gojek,saya sudah bayar lunas pas mau pinjam lagi langsung ditolak,1,0,2026-02-07 07:49:10
Gojek,aplikasi sampah ampas ga guna... ngerugiin,1,1,2026-02-07 07:41:23
Gojek,pengendara bersahabat,5,0,2026-02-07 07:37:53
Gojek,suka,5,0,2026-02-07 07:23:32
Gojek,mantap..,5,0,2026-02-07 07:22:44
Gojek,"mau daftar aja sulit,",1,0,2026-02-07 07:14:11
Gojek,is the best,5,0,2026-02-07 07:05:09
Gojek,mbung ah,1,0,2026-02-07 06:48:30
Gojek,pesenn grabcar dimapnya ga gerak terus aneh,1,0,2026-02-07 06:39:04
Gojek,mantap,5,0,2026-02-07 06:27:28
Gojek,"setelah ganti HP baru, vermuk malah gagal terus",2,0,2026-02-07 06:13:19
Gojek,ramah,5,0,2026-02-07 06:10:34
Gojek,banyak yg menolak,1,0,2026-02-07 06:06:08
Gojek,"naik harga nya tinggi banget klo pas hujan wlaupun ga deres banget. apk satu nya ga setinggi ini.padahal udh lama dn nyaman pke apk ini.tapi sekrang udh engga..UDAH TAU CANCEL DRIVER karna terlalu jauh.malah diulang"" dpet nya tambah jauh.udh digitu akun saya malah terdeteksi melanggar.jelek banget gojek sekrang",1,4,2026-02-07 05:55:20
Gojek,"jujur sih aplikasi ini sangat membantu, tetapi lebih bagus lagi jika ada diskon",5,0,2026-02-07 05:55:11
Gojek,bagus,5,0,2026-02-07 05:53:18
Gojek,driver gojek ride nya baik baik semua,5,0,2026-02-07 05:40:35
Gojek,cepat dan mudah,5,0,2026-02-07 05:39:44
Gojek,selalu tepat waktu,5,0,2026-02-07 05:32:29
Gojek,Kenapa dapat driver jauh mulu yah. ga pagi ga sore. buruk. pindah ke aplikasi sebelah ajahlah. buang buang waktu,2,3,2026-02-07 05:30:58
Gojek,membantu sekali,5,0,2026-02-07 05:26:21
Gojek,aplikasi nya gampang dan praktis,5,0,2026-02-07 05:23:17
Gojek,oke....,5,0,2026-02-07 05:15:43
Gojek,tidak ramah,3,0,2026-02-07 05:01:27
Gojek,bagus,5,0,2026-02-07 05:01:17
Gojek,mantap,5,0,2026-02-07 04:58:26
Gojek,suka banya promonya,5,0,2026-02-07 04:36:27
Gojek,membantu sekali,5,0,2026-02-07 04:26:17
Gojek,susah buat dapetin driver,1,0,2026-02-07 04:15:55
Gojek,bgus..CPT tnggp,5,0,2026-02-07 04:11:58
Gojek,"sombong"" kalo driver gocar nya pada gamau ambil membuat org nunggu lama tau""nya gamau ambil orderan seharusnya bilang dari awal",1,0,2026-02-07 04:05:53
Gojek,"kenapa apl gojek sulit di buka,tiba"" keluar apl terus",1,1,2026-02-07 04:03:09
Gojek,JELEK BANGET,3,0,2026-02-07 03:50:19
Gojek,Oke,5,0,2026-02-07 03:40:36
Gojek,pemesanan makanan telatt mulu padahal udah pake pengiriman tercepat taii,1,0,2026-02-07 03:29:05
Gojek,ga bagus,1,0,2026-02-07 03:13:18
Gojek,good service,5,0,2026-02-07 03:12:37
Gojek,mantap,5,0,2026-02-07 03:02:10
Gojek,gojek sangat membantu kami semoga tambah jaya dan sukses,5,0,2026-02-07 02:57:21
Gojek,"apk jelek, Driver jauh2 vaaak uninstall lah",1,0,2026-02-07 02:52:52
Gojek,"bagus, cepat dan aman",5,0,2026-02-07 02:48:54
Gojek,tolong operator itu jangan tolol kasih driver jauh2 smua yg bukan yg dekat,1,0,2026-02-07 02:45:35
Gojek,di aku nggak bisa download karena pake device redmi pad se,5,0,2026-02-07 02:23:25
Gojek,oke,5,0,2026-02-07 02:00:18
Gojek,bagus sangat membatu kami untuk menuju suatu tempat dengan cepat dan praktis,5,0,2026-02-07 02:00:04
Gojek,mempermudah,5,0,2026-02-07 01:57:22
Gojek,buat naik kereta ko ga bisa2 kenapaya maaf dan Trmksih,5,0,2026-02-07 01:39:27
Gojek,pertahankan & tingkatkan,5,0,2026-02-07 01:29:29
Gojek,Saya senang pakai aplikasi gojek Sudah bertahun2...puji Tuhan belum pernah ada kendala Terima kasih Gojek. Gojek selalu yg terdepan...,5,0,2026-02-07 01:12:38
Gojek,seru,5,0,2026-02-07 01:08:47
Gojek,"aplikasi suka ngambil penumpang tapi ga ada respon chat, tolong dong diperhatikan drivernya suka gitu kalau malam, Sabtu Minggu juga drivernya jauh, banyak ojek tuyulnya",1,5,2026-02-07 01:00:34
Gojek,Makin jelek aja aplikasi nyaa. Driver sering lambat dtg ke lokasi dan lama dapat drivernya!!! mahal padahal,1,0,2026-02-07 00:45:41
Gojek,Lama kli di donwlod,1,0,2026-02-07 00:44:00
Gojek,Veryyy gooodddds,5,0,2026-02-07 00:43:38
Gojek,mahal bgt plis 😓,5,0,2026-02-07 00:33:37
Gojek,"maaf kalo saya pindah keaplikasi sebelah,karena kalo pesan goride selalu dapat driver yg jauh,padahal saya butuh cepet tolong diperbaiki lagi daripada pelanggan yg lain juga pada pindah",1,1,2026-02-07 00:26:37
