platform,review,rating,engagement,date,review_length,clean_review,sentiment,intensity_score
Gojek,setelah gabung jadi mitra saya bisa cuan dan ada kegiatan untuk sehari² dan ini sangat membantu buat saya,5,0,2026-02-06 07:52:52,105,gabung mitra cuan giat hari bantu,Positive,0
Gojek,ok bgt best gojek,5,0,2026-02-06 07:50:53,17,ok bgt best gojek,Positive,0
Gojek,driver nya baik dan ramah....,5,0,2026-02-06 07:49:02,29,driver nya ramah,Positive,0
Gojek,ok,5,0,2026-02-06 07:31:18,2,ok,Positive,0
Gojek,mntapppp,5,0,2026-02-06 07:24:14,8,mntapppp,Positive,0
Gojek,mantap,5,0,2026-02-06 07:18:52,6,mantap,Positive,0
Gojek,"Aplikasi Gojek is the Best,, setiap hari selalu mengandalkan gojek utk bepergian",5,0,2026-02-06 07:05:27,80,aplikasi gojek is the best andal gojek utk pergi,Positive,0
Gojek,"wah kacau banget sih, tiba² aplikasi gojek gw logout sendiri. pas mau login gak bisa sama sekali. ini gimane sih? kok malah kaya begini nih aplikasi . tolong dong CS gojek respon cepet. ini saya pengguna lama aplikasi gojek, tiba² aplikasinya malahan begitu",1,1,2026-02-06 06:54:08,257,kacau banget sih tiba aplikasi gojek gw logout pas login gak gimane sih kaya nih aplikasi tolong cs gojek respon cepet guna aplikasi gojek tiba aplikasi,Negative,1
Gojek,"makin gak jelas performa aplikasinyaaa, sangat tidak bisa diandalkan lagi",1,1,2026-02-06 06:48:20,73,gak performa aplikasinyaaa andal,Negative,1
Gojek,"tolong tingkatin lagi untuk jangkauan nya, agar cepat dapet drivernya dan tingkatin lagi untuk menerima orderan walaupun harganya murah dan deket",2,1,2026-02-06 06:35:26,145,tolong tingkatin jangkau nya cepat dapet drivernya tingkatin terima order harga murah deket,Negative,0
Gojek,bagai mana cara saya mengganti email yang sudah tidak saya gunakan/ hilang. agar saya dapat login kembali ke gojek,2,1,2026-02-06 06:31:59,114,ganti email hilang login gojek,Negative,0
Gojek,tingkatkan lagi,4,0,2026-02-06 06:24:40,15,tingkat,Positive,0
Gojek,kok lama drivernya,1,1,2026-02-06 06:18:00,18,drivernya,Negative,0
Gojek,membantu,5,0,2026-02-06 06:17:51,8,bantu,Positive,0
Gojek,"nyari gosend skrg lama di pick up nya, aplikasi suka error juga",1,1,2026-02-06 06:01:57,63,nyari gosend skrg pick up nya aplikasi suka error,Negative,0
Gojek,"mantap, pelayanan bagus",5,0,2026-02-06 05:58:11,23,mantap layan bagus,Positive,0
Gojek,"Sekali sekali bernostalgia di kota Dumai, naik gojek oke",5,0,2026-02-06 05:55:28,56,nostalgia kota dumai gojek oke,Positive,0
Gojek,bagus dan murah,5,0,2026-02-06 05:52:21,15,bagus murah,Positive,0
Gojek,membantu,5,0,2026-02-06 05:50:35,8,bantu,Positive,0
Gojek,cara kerja g jelas udah dibatalin tiba2 terpesan sendiri,1,2,2026-02-06 05:19:53,56,kerja g udah dibatalin pes,Negative,0
Gojek,harga murah banyak dusconnya,5,0,2026-02-06 05:19:09,28,harga murah dusconnya,Positive,0
Gojek,"nyari driver buat kirim barang/ gosend susah banget, payah",1,2,2026-02-06 05:17:57,58,nyari driver kirim barang gosend susah banget payah,Negative,0
Gojek,keren,5,0,2026-02-06 04:53:23,5,keren,Positive,0
Gojek,jos jis,5,0,2026-02-06 04:45:03,7,jos jis,Positive,0
Gojek,keren,5,0,2026-02-06 04:29:37,5,keren,Positive,0
Gojek,baik,5,0,2026-02-06 04:28:08,4,,Positive,0
Gojek,"kurir gojek sekarang gx jelas, pilih pilih cargo dan klu gx sesuai titik dikit marah marah mulu",1,1,2026-02-06 04:24:08,95,kurir gojek gx pilih pilih cargo klu gx sesuai titik dikit marah marah mulu,Negative,0
Gojek,aplikasinya sangat membantu,5,0,2026-02-06 04:20:02,27,aplikasi bantu,Positive,0
Gojek,nice,5,0,2026-02-06 04:19:25,4,nice,Positive,0
Gojek,bagus,5,0,2026-02-06 04:05:17,5,bagus,Positive,0
Gojek,"pengen ngasih saran aja, akhir-akhir ini driver suka lama jemput dan terlihat bgt di titik mapsny ga gerak-gerak. saya sudah satu pekan ini aktif menggunakan gojek, tp hampir 50% driver yg saya dapat slow respon dan titik drivernya ga gerak-gerak padahal diany udh konfirmasi di tunggu, tp lama bangettt. d ket, 7 menit tpi nunggu hampir 20 menit. tolong d tertibkan lagiiii",4,2,2026-02-06 04:02:46,374,ken ngasih saran aja akhirakhir driver suka jemput bgt titik mapsny ga gerakgerak pekan aktif gojek tp driver yg slow respon titik drivernya ga gerakgerak diany udh konfirmasi tunggu tp bangettt d ket menit tpi nunggu menit tolong d tertib lagiiii,Positive,2
Gojek,sangat membantu,5,0,2026-02-06 03:46:28,15,bantu,Positive,0
Gojek,mantap,5,0,2026-02-06 03:38:59,6,mantap,Positive,0
Gojek,"kecewa bgt dpt driverrr ga ramah,pdhl pengguna setiaaa gojek",1,1,2026-02-06 03:26:39,60,kecewa bgt dpt driverrr ga ramahpdhl guna setiaaa gojek,Negative,1
Gojek,"hari yg cerah panas, knpa masih susah juga dapet driver nya",1,1,2026-02-06 03:17:42,59,yg cerah panas knpa susah dapet driver nya,Negative,0
Gojek,"Ramah sopan , mau membantu angkt barang, sabar. terimksh",5,0,2026-02-06 03:08:23,56,ramah sopan bantu angkt barang sabar terimksh,Positive,0
Gojek,aplikasi Lola banget pantes org banyak beralih ke grab sekarang,1,2,2026-02-06 02:56:39,63,aplikasi lola banget pantes org alih grab,Negative,0
Gojek,semoga promonya semakin banyak,4,0,2026-02-06 02:52:33,30,moga promonya,Positive,0
Gojek,program hemat nya menyusahkan cs klo ga becus bikin program ga usah bikin . klo bisa semua nya di hematin boss,1,1,2026-02-06 02:49:41,110,program hemat nya susah cs klo ga becus bikin program ga bikin klo nya hematin boss,Negative,2
Gojek,👍,5,0,2026-02-06 02:42:04,1,,Positive,0
Gojek,mantap,5,0,2026-02-06 02:37:48,6,mantap,Positive,0
Gojek,👍,5,0,2026-02-06 02:25:00,1,,Positive,0
Gojek,Ok good mantap,5,0,2026-02-06 01:54:39,14,ok good mantap,Positive,0
Gojek,bagus,5,0,2026-02-06 01:52:48,5,bagus,Positive,0
Gojek,"ngebug mulu akhir2 ini, puncaknya gak bisa cancel orderan karena fitur cancelnya gak keluar mulu, kasian drivernya",2,1,2026-02-06 01:33:54,114,ngebug mulu puncak gak cancel order fitur cancelnya gak mulu kasi drivernya,Negative,2
Gojek,terbaik,5,0,2026-02-06 01:22:07,7,baik,Positive,0
Gojek,supir nya ga ada yg prof perbaiki SDM nyaa,1,1,2026-02-06 01:14:27,42,supir nya ga yg prof baik sdm nyaa,Negative,1
Gojek,gk ada yng nerima pesenan padahal deket,1,1,2026-02-06 01:11:21,39,gk yng nerima sen deket,Negative,0
Gojek,"gajelas dapet driver jauh dia sendiri yg cancel klo gamau kerja gausah jdi driver, apk juga gajelas banyak driver sekitar dapetnya yg jauh jauh",1,1,2026-02-06 01:10:51,143,gajelas dapet driver yg cancel klo gamau kerja gausah jdi driver apk gajelas driver dapetnya yg,Negative,0
Gojek,aplikasi sangat bagus,4,0,2026-02-06 01:05:07,21,aplikasi bagus,Positive,0
Gojek,"pokok,e👍🏻👍🏻👍🏻👍🏻",5,0,2026-02-06 00:56:43,15,pokoke,Positive,0
Gojek,banyak driver yang mengambil pesanan baik baik itu go ride go food atau layanan lain tapi sering ghosting tdk menghubungi atau tdk bsa dihubungi..apa solusinya karena sangat merugikan waktu,2,10,2026-02-06 00:48:53,189,driver ambil pesan go ride go food layan ghosting tdk hubung tdk bsa dihubungiapa solusi rugi,Negative,0
Gojek,"manajemen buruk apalagi pola pikir petingginya atau yg punya gojek. gak punya PEMAHAMAN sama sekali tentang kebutuhan customer apalagi kondisi di lapangan. mau order goride/car aja di persulit untuk mendapatkan driver di jam sibuk, waktu bnyak terbuang hanya untuk menunggu driver, akibat dari pola pikir manajemen gojek yang sama sekali saya yakin waktu apply kerja di gojek TIDAK PUNYA PENGALAMAN KONDISI JALANAN. mau sampe kapan menangani hal sepele seperti ini aja sulit.",1,1,2026-02-06 00:44:36,475,manajemen buruk pola pikir petinggi yg gojek gak paham butuh customer kondisi lapang order goridecar aja sulit driver jam sibuk bnyak buang tunggu driver akibat pola pikir manajemen gojek apply kerja gojek alam kondisi jalan sampe tangan sepele aja sulit,Negative,2
Gojek,pake yang hemat gadapat driver Mulu dan sekalinya dapat dicancel. giliran yg normal dapat,1,2,2026-02-06 00:33:28,89,pake hemat gadapat driver mulu sekali dicancel gilir yg normal,Negative,0
Gojek,kenapa ya tiap ujan susah banget dpt driver?? tolong deh diperbaikin. udh dr jaman aku kuliah pun selalu gini. cariin woi driver!,1,1,2026-02-06 00:29:25,129,ya ujan susah banget dpt driver tolong deh diperbaikin udh dr jaman kuliah gin cariin woi driver,Negative,0
Gojek,"aplikasi ini sangat tidak real time dan driver nya terkadang suka telat dan malas ngambil orderan padahal, sudah pakai goride yang biasa bukan yang hemat dan penentuan titik jemput nya tidak akurat.",1,1,2026-02-06 00:12:53,198,aplikasi real time driver nya terkadang suka telat malas ngambil order pakai goride hemat tentu titik jemput nya akurat,Negative,0
Gojek,mntapp,5,0,2026-02-06 00:09:55,6,mntapp,Positive,0
Gojek,good,5,0,2026-02-06 00:09:22,4,good,Positive,0
Gojek,Tambah pembayaran Qris dong,5,2,2026-02-05 23:55:48,27,bayar qris,Positive,0
Gojek,"sengaja dibikinin susah untuk mendapatkan driver, setelahnya harganya naik 2x lipat lebih mahal, jarak tempuh 2,6 km. aplikasinya banyak bermain sekarang. lebih memilih tutup akun saja di gojek. untuk para drivernya, sehat-sehat dan lancar rezekinya slalu...",1,1,2026-02-05 23:54:06,258,sengaja dibikinin susah driver telah harga x lipat mahal jarak tempuh km aplikasi main pilih tutup akun gojek drivernya sehatsehat lancar rezeki slalu,Negative,0
Gojek,"tolong tambahin fitur mengedit rute yang ada di peta saat kita memesan, agar tidak ada driver yang tersesat karena salah mengambil jalan saat ingin menjemput kita",5,0,2026-02-05 23:48:37,162,tolong tambahin fitur edit rute peta mes driver sesat salah ambil jalan jemput,Positive,0
Gojek,the best,5,0,2026-02-05 23:39:33,8,the best,Positive,0
Gojek,"jelek, sekarang dapet driver jadi lama tidak konsisten, ada driver yang posisinya dekat tapi malah dikasih yang paling jauh, jam ramai masih banyak driver kosong tapi tidak dikasih APLIKASI TERJELEK SEDUNIA.",1,2,2026-02-05 23:35:17,207,jelek dapet driver konsisten driver posisi kasih jam ramai driver kosong kasih aplikasi jelek dunia,Negative,2
Gojek,"sekarang susah banget dapet driver, sekalinya dapet malah yang jauh, gk kaya dulu. mau jajan pk qris juga suka susah scan barcodenya kadang emang gk bisa.",2,1,2026-02-05 23:24:37,154,susah banget dapet driver sekali dapet gk kaya jajan pk qris suka susah scan barcodenya kadang emang gk,Negative,0
Gojek,nyaman asik tepat waktu dan bersih.,5,0,2026-02-05 23:17:14,35,nyaman asik bersih,Positive,0
Gojek,kalo pagi gak ada nya mau Terima driver nya,1,1,2026-02-05 23:09:42,43,kalo pagi gak nya terima driver nya,Negative,1
Gojek,"Beberapa bulan terakhir sering sulit sekali mendapat driver. Ini antara drivernya yang ga mau pick up atau ada kesalahan di sistem. Padahal ada banyak driver di sekitar lokasi pick up, waktunya pun bukan rush hour dan juga sedang tidak hujan. Kadang juga dapetnya jauh sekali dari lokasi, jadi harus nunggu lama atau driver minta cancel",1,12,2026-02-05 22:16:31,336,sulit driver drivernya ga pick up salah sistem driver lokasi pick up rush hour hujan kadang dapetnya lokasi nunggu driver cancel,Negative,1
Gojek,sangat membantu saya untuk mendapatkan pelayanan transportasi,5,0,2026-02-05 21:53:15,61,bantu layan transportasi,Positive,0
Gojek,semoga bangrut🤲,1,1,2026-02-05 21:10:50,15,moga bangrut,Negative,0
Gojek,top lah,5,0,2026-02-05 20:18:07,7,top,Positive,0
Gojek,buruk ga simpel,2,1,2026-02-05 19:03:15,15,buruk ga simpel,Negative,2
Gojek,ngelag parahhh,3,1,2026-02-05 18:12:32,14,ngelag parahhh,Neutral,0
Gojek,Mursinah I ❤️ U,5,0,2026-02-05 17:49:40,15,mursinah i u,Positive,0
Gojek,"aduhh ini kenapa ya setiap buka aplikasinya selalu delay buat ke fitur²nya, saya pakai aplikasi sebelah aman aja trs knpa ini selalu lama? mau pesan pun jadi nunggu gara² stuck loading",1,1,2026-02-05 17:26:33,184,aduhh ya buka aplikasi delay fitur nya pakai aplikasi belah aman aja trs knpa pesan nunggu gara stuck loading,Negative,0
Gojek,baik,5,0,2026-02-05 17:13:09,4,,Positive,0
Gojek,Gijek sangat membantu banget pekerjaannya.selalu mengejar wkt,5,0,2026-02-05 16:00:28,61,gijek bantu banget pekerjaannyaselalu kejar wkt,Positive,0
Gojek,"Aplikasi paling buruk yg pernah ada, order goride hemat dapat driver sangat jauh dari titik penjemputan..!!! sulit dapat order banyak waktu terbuang",1,1,2026-02-05 15:47:29,148,aplikasi buruk yg order goride hemat driver titik jemput sulit order buang,Negative,1
Gojek,harga gojek terjangkau lebih hemat,5,0,2026-02-05 15:40:15,34,harga gojek jangkau hemat,Positive,0
Gojek,top up gopay sll ribet sering gagal lemott👎,1,1,2026-02-05 15:37:06,43,top up gopay sll ribet gagal lemott,Negative,0
Gojek,mudah digunakan dan sangat membantu,5,0,2026-02-05 15:17:28,35,mudah bantu,Positive,0
Gojek,"aplikasi nya jelek banget sering banget eror titik antarnya suka berubah sendiri sampe om gojek nya marah ke saya padahal salah apk nya gitu deh. trus jga uang 1jt gw hilang(udh di tf masuk tapi di apknya ga ada bukti uangnya masuk) gak masuk gitu habis di top up. kecewa beratttt, ga ikhlas",1,10,2026-02-05 15:08:01,291,aplikasi nya jelek banget banget eror titik antar suka ubah sampe om gojek nya marah salah apk nya gitu deh trus jga uang jt gw hilangudh tf masuk apknya ga bukti uang masuk gak masuk gitu habis top up kecewa beratttt ga ikhlas,Negative,4
Gojek,didak bisa menghapus akun,1,1,2026-02-05 14:50:50,25,didak hapus akun,Negative,0
Gojek,sangat membantu,4,0,2026-02-05 14:48:13,15,bantu,Positive,0
Gojek,👍👍👍,5,0,2026-02-05 14:47:04,3,,Positive,0
Gojek,pengalaman buruk,1,1,2026-02-05 14:35:27,16,alam buruk,Negative,1
Gojek,kontollllll lama x gak usa di download,1,1,2026-02-05 14:17:04,38,kontollllll x gak usa download,Negative,1
Gojek,"Saya mau protes! Saya selalu ketemu dengan driver yang meminta ganti bayaran parkir. Bukannya gimana² ya, walaupun sekitar 2-5rb doang masa harus minta ganti? Tolonglah ini sering banget ketemu pada driver gofood. Dan satu lagi, ada driver gofood marah ke saya karena tidak mengambil pesanan. Hey, saya sedang di belakang dan posisi cuci piring! Karena beberapa menit saja dia marah². Saya harap ada sanksi untuk driver tersebut. Dan iklan anda juga mengganggu di aplikasi lain",1,1,2026-02-05 14:11:10,477,protes ketemu driver ganti bayar parkir gimana ya rb doang ganti tolong banget ketemu driver gofood driver gofood marah ambil pesan hey posisi cuci piring menit marah harap sanksi driver iklan ganggu aplikasi,Negative,0
Gojek,"tiap kali pesen gofood selalu berpindah sendiri titik lokasinya ga ngerti lagi, bikin driver sering nyasar, padahal tiap awal mesen dah selalu ngecek sesuai apa ngga titik lokasi sayanya, mending kalau deket ini kadang suka harus jalan kaki jauh buat nyamperin driver yg nyasar",1,1,2026-02-05 14:06:05,277,kali sen gofood pindah titik lokasi ga ngerti bikin driver nyasar mesen dah ngecek sesuai ngga titik lokasi saya mending deket kadang suka jalan kaki nyamperin driver yg nyasar,Negative,1
Gojek,awesome,5,0,2026-02-05 13:41:01,7,awesome,Positive,0
Gojek,👍🏻,5,0,2026-02-05 13:22:40,2,,Positive,0
Gojek,"ada yg lm ada yg cepat tergantung mknn apa yg dipesan , masih abnormal",4,1,2026-02-05 13:20:53,70,yg lm yg cepat gantung mknn yg pes abnormal,Positive,0
Gojek,"udah sejam nunggu ternyata ga bisa dikirim karena nggak ada driver, minimal kalo emang ga bisa dikirim jangan suruh nunggu sejam. ubah aturan lu",1,1,2026-02-05 13:13:56,144,udah jam nunggu ga kirim nggak driver minimal kalo emang ga kirim suruh nunggu jam ubah atur lu,Negative,2
Gojek,bagus,5,0,2026-02-05 13:08:59,5,bagus,Positive,0
Gojek,mantap bangat 👍👍👍👍👍👍🙏,5,0,2026-02-05 12:53:46,21,mantap bangat,Positive,0
Gojek,"aplikasi go pinjam hanya abal2, useless",1,2,2026-02-05 12:44:04,39,aplikasi go pinjam abal useless,Negative,0
Gojek,Terbaik dari yang terbaik,5,0,2026-02-05 12:35:07,25,baik baik,Positive,0
Gojek,DZOLIMMMM,1,1,2026-02-05 12:20:09,9,dzolimmmm,Negative,0
Gojek,cara pesan mudah dan di mengerti,5,0,2026-02-05 12:14:44,32,pesan mudah erti,Positive,0
Gojek,helpfull transportation!,5,0,2026-02-05 12:10:15,24,helpfull transportation,Positive,0
Gojek,"driver sekarang pada sombong, mau udah di bayar pake gopay pun drivernya ttep gaada yg jelas. besok2 fitur pembatalannya di adain dong. jadi orang yg kaya saya selalu di phpin sama driver bisa batalin! kadang saya nunggu udah 1 atau 2 jam ttep tu driver ga jalan2. capedeh!",1,1,2026-02-05 12:06:32,273,driver sombong udah bayar pake gopay drivernya ttep gaada yg besok fitur batal adain orang yg kaya phpin driver batalin kadang nunggu udah jam ttep tu driver ga jalan capedeh,Negative,1
Gojek,GOJEK MAHAL,1,1,2026-02-05 12:03:42,11,gojek mahal,Negative,0
Gojek,"Bertahan dengan logika sehatmu tapi kamu akan kalah sama keadaan dan sistem, atau kamu ikuti sistem tetapi uang yg kamu dapat kurang layak.. demo demo ga ada kesadaran juga wahai manusia kantoran..",2,1,2026-02-05 11:56:14,197,tahan logika sehat kalah sistem ikut sistem uang yg layak demo demo ga sadar manusia kantor,Negative,1
Gojek,semoga jaya terus untuk GO-JEK,5,0,2026-02-05 11:45:54,30,moga jaya gojek,Positive,0
Gojek,👍,3,0,2026-02-05 11:43:35,1,,Neutral,0
Gojek,buat apa ada fitur hemat kalo driver terdekat gaada yg mau ambil? pdhl banyak yg deket tapi driver gaada yg mau ambil. bahkan pake goride tanpa promo pun driver pada seenaknya gaada yg ambil orderan.,1,1,2026-02-05 11:41:51,199,fitur hemat kalo driver dekat gaada yg ambil pdhl yg deket driver gaada yg ambil pake goride promo driver gaada yg ambil order,Negative,0
Gojek,"tolong di perbaiki aplikasi nya, pesan 1 dapat nya 2 driver goride, sebagai driver ini cukup disayangkan, sudah 4 kali di saya kejadian",2,1,2026-02-05 11:40:31,135,tolong baik aplikasi nya pesan nya driver goride driver sayang kali jadi,Negative,0
Gojek,terimakasih pihak gojek sudah dikembalikan saldo saya,5,1,2026-02-05 11:28:51,53,terimakasih gojek kembali saldo,Positive,0
Gojek,"duh berat amat app simpel gini doang 500mb (udah clear cache, murni size appnya setelah login ~1 bulan)",3,1,2026-02-05 11:13:51,103,duh berat app simpel gin doang mb udah clear cache murni size appnya login,Neutral,0
Gojek,ongkir lebih murah lg. agar konsumen loyal,5,0,2026-02-05 10:48:58,42,ongkir murah lg konsumen loyal,Positive,0
Gojek,aplikasi yang bermanfaat,5,0,2026-02-05 10:41:36,24,aplikasi manfaat,Positive,0
Gojek,di one tap sudah menemukan pengemudi dan nunggu lama. trus otomatis ganti pengemudi lgi dan nunggu lama lgi trus ganti lagi dan ganti lagi.. kapok,1,1,2026-02-05 10:41:06,146,one tap temu kemudi nunggu trus otomatis ganti kemudi lgi nunggu lgi trus ganti ganti kapok,Negative,0
Gojek,enaklah pokoknya,4,0,2026-02-05 10:13:24,16,enak pokok,Positive,0
Gojek,"gosen jemput nya kebangetan u, jauh - jauh banget, ngapain w ambil mending w cancel nyari yg deket, kalau gk gada perubahan w yakin pas mau lebaran paket pada di anggurin itu",1,289,2026-02-05 10:05:49,174,gosen jemput nya banget u banget ngapain w ambil mending w cancel nyari yg deket gk gada ubah w pas lebaran paket anggurin,Negative,0
Gojek,Mantap,5,0,2026-02-05 09:55:41,6,mantap,Positive,0
Gojek,"minta pickup barang dari jam 8WIB hari Selasa hingga 23:00 WIB hari Rabu tidak di pickup, padahal pakai instan, hari kamis pesan pickup lagi dari jam 8WIB hingga 18:54WIB tidak di pickup padahal pakai sameday. parah ini sangat2 parah!",1,1,2026-02-05 09:55:04,234,pickup barang jam wib selasa wib rabu pickup pakai instan kamis pesan pickup jam wib wib pickup pakai sameday parah parah,Negative,2
Gojek,ok,5,0,2026-02-05 09:53:20,2,ok,Positive,0
Gojek,mantab,5,0,2026-02-05 09:46:19,6,mantab,Positive,0
Gojek,sangat membantu,5,0,2026-02-05 09:45:44,15,bantu,Positive,0
Gojek,puas,5,0,2026-02-05 09:30:34,4,puas,Positive,0
Gojek,baik,5,0,2026-02-05 09:20:02,4,,Positive,0
Gojek,sangat membantu dlm menerima dan mengirim barang,5,0,2026-02-05 09:12:35,48,bantu dlm terima kirim barang,Positive,0
Gojek,"semua driver yang saya dapet sangat baik dalam membawa customer jadi saya merasa nyaman, tapi tolonglah ubah kebijakan kalian yang mewajibkan driver untuk membayar denda 20k kalian tau kalo kebanyak driver itu orang' yang kurang mampu dan mereka bekerja untuk mencari nafkah untuk makan dan keluarganya kalo semisalnya dendanya sama segitu jadi untuk apa mereka jadi driver. Tolong di baca yaa",5,0,2026-02-05 09:07:38,393,driver dapet bawa customer nyaman tolong ubah bijak wajib driver bayar denda k tau kalo banyak driver orang cari nafkah makan keluarga kalo denda segitu driver tolong baca yaa,Positive,0
Gojek,Cepat sampai tujuan dengan selamat,5,0,2026-02-05 09:07:24,34,cepat tuju selamat,Positive,0
Gojek,memuaskan,5,0,2026-02-05 09:06:29,9,muas,Positive,0
Gojek,nyaman,5,0,2026-02-05 09:04:50,6,nyaman,Positive,0
Gojek,bagus,5,0,2026-02-05 08:53:13,5,bagus,Positive,0
Gojek,nunggu tdk terlalu lama dan driver ramah,5,0,2026-02-05 08:43:39,40,nunggu tdk driver ramah,Positive,0
Gojek,good,5,0,2026-02-05 08:38:49,4,good,Positive,0
Gojek,ok,5,0,2026-02-05 08:33:16,2,ok,Positive,0
Gojek,sangat jelekkkkk ...tiap mau ajuin hanya PHP setelah lunas,2,1,2026-02-05 08:11:56,58,jelekkkkk ajuin php lunas,Negative,0
Gojek,menggunakan aplikasi Gojek ini memudahkan untuk transportasi dan aplikasinya mudah dipahami dan para drivwrnya selama jni baik dan sesuai dgn keinginan pengguna,5,0,2026-02-05 08:03:03,160,aplikasi gojek mudah transportasi aplikasi mudah paham drivwrnya jni sesuai dgn guna,Positive,0
Gojek,good,5,0,2026-02-05 07:35:39,4,good,Positive,0
Gojek,"tolong tertibkan driver"" nakal yang suka pilih"" orderan dan yang suka gantung orderan, sudah nunggu lama di chat ga dibales d telpon ga d angkat.. itu driver atau patung",1,1,2026-02-05 07:16:43,169,tolong tertib driver nakal suka pilih order suka gantung order nunggu chat ga dibales d telpon ga d angkat driver patung,Negative,2
Gojek,menyenangkan,5,0,2026-02-05 07:06:53,12,senang,Positive,0
Gojek,Pengiriamn nya sat set banget dan driver gojek nya ramah-ramah,5,0,2026-02-05 06:39:07,62,pengiriamn nya sat set banget driver gojek nya ramahramah,Positive,0
Gojek,aplikasi ini sangat bermanfaat bagi saya,5,0,2026-02-05 06:12:52,40,aplikasi manfaat,Positive,0
Gojek,agak mahal sekarang yah,4,0,2026-02-05 06:04:09,23,mahal yah,Positive,0
Gojek,"pelayanan cepat harga terjangkau driver ramah,perjalanan nyaman kendaraan bersih. terimakasih Gojek",5,0,2026-02-05 05:58:56,99,layan cepat harga jangkau driver ramahperjalanan nyaman kendara bersih terimakasih gojek,Positive,0
Gojek,mohon sesuaikan lagi atau perbaharui maps lokasi,5,0,2026-02-05 05:49:31,48,mohon sesuai baharu maps lokasi,Positive,0
Gojek,"sering² promo yaa, i love u gojekkk💗⭐⭐⭐⭐⭐",5,0,2026-02-05 05:49:28,41,sering promo yaa i love u gojekkk,Positive,0
Gojek,kocak jirr apk nya ngebut data driver sudah dimana gak ke update kasihan tukang antar makanannya nunggu 15m lebih🤣🤣,3,1,2026-02-05 05:47:19,115,kocak jirr apk nya ngebut data driver mana gak update kasihan tukang makan nunggu m lebih,Neutral,1
Gojek,driver ramah pelayanan baik kecepatan 👍👍,5,0,2026-02-05 05:39:25,40,driver ramah layan cepat,Positive,0
Gojek,nyaman ramah driver nya paham arah maps,5,0,2026-02-05 05:22:18,39,nyaman ramah driver nya paham arah maps,Positive,0
Gojek,good....semoga tetap bagus,5,0,2026-02-05 05:21:12,26,goodsemoga bagus,Positive,0
Gojek,sangat puas,5,0,2026-02-05 05:13:59,11,puas,Positive,0
Gojek,terus di jaga kenyamanan utk penumpang,5,0,2026-02-05 05:04:24,38,jaga nyaman utk tumpang,Positive,0
Gojek,amanah dan nyaman bikin gak kapok pakai jasa ini,5,0,2026-02-05 05:01:05,48,amanah nyaman bikin gak kapok pakai jasa,Positive,1
Gojek,cepet kedatangan goride nya,5,0,2026-02-05 04:55:14,27,cepet datang goride nya,Positive,0
Gojek,aplikasi yang sangat membantu,5,0,2026-02-05 04:50:09,29,aplikasi bantu,Positive,0
Gojek,good,5,0,2026-02-05 04:45:04,4,good,Positive,0
Gojek,terima kasih,5,0,2026-02-05 04:35:01,12,terima kasih,Positive,0
Gojek,"pacar ngambek , kasih dia makanan kesukaannya lewat gojek",5,0,2026-02-05 04:31:10,57,pacar ngambek kasih makan suka gojek,Positive,0
Gojek,aplikasinya bagus,4,0,2026-02-05 04:29:02,17,aplikasi bagus,Positive,0
Gojek,ok,5,0,2026-02-05 04:21:47,2,ok,Positive,0
Gojek,terlalu banyak notif di layar hp,1,1,2026-02-05 04:21:34,32,notif layar hp,Negative,0
Gojek,sangat nyaman dan tepat wkt,5,0,2026-02-05 04:11:47,27,nyaman wkt,Positive,0
Gojek,"aneh emang laporan ke cs lambat lelet ,ngga di gojek driver ,ngga di sini sama aja lelett",1,1,2026-02-05 04:07:56,89,aneh emang lapor cs lambat lelet ngga gojek driver ngga aja lelett,Negative,0
Gojek,gak bisa baya tujuan dan tunai,3,1,2026-02-05 03:35:55,30,gak baya tuju tunai,Neutral,1
Gojek,akun terkena suspend tapi aju banding nggak bisa,1,1,2026-02-05 03:27:29,48,akun kena suspend aju banding nggak,Negative,0
Gojek,perbaiki gojeknya 😡😡😡,1,0,2026-02-05 03:13:10,21,baik gojek,Negative,0
Gojek,"keinget jaman gojek bakar bakar duit waktu kuliah gratis ongkir dan diskon gila gilaan, ayo gojek banyakin gratis ongkir wkwk",5,0,2026-02-05 02:53:17,125,keinget jaman gojek bakar bakar duit kuliah gratis ongkir diskon gila gila ayo gojek banyakin gratis ongkir wkwk,Positive,0
Gojek,Kereennn,5,0,2026-02-05 02:44:13,8,kereennn,Positive,0
Gojek,ok,5,0,2026-02-05 02:43:24,2,ok,Positive,0
Gojek,bagus,5,0,2026-02-05 02:37:43,5,bagus,Positive,0
Gojek,sangat mmbantu,5,0,2026-02-05 02:23:19,14,mmbantu,Positive,0
Gojek,"maps nya dibenerin ya, masak titik jmput kita sdh benar tp di driver salah.. harus debat dulu.. maps nya beda universe kah?",1,2,2026-02-05 02:21:44,123,maps nya dibenerin ya masak titik jmput sdh tp driver salah debat maps nya beda universe kah,Negative,0
Gojek,Aplikasi tidak bagus. membekukan akun tanpa alasan. saya di sini membeli makanan mempermudah dagangan orang. lu seenaknya membekukan akun... 👎👎👎,1,1,2026-02-05 02:13:07,144,aplikasi bagus beku akun alas beli makan mudah dagang orang lu beku akun,Negative,0
Gojek,ok mantap,5,0,2026-02-05 02:03:04,9,ok mantap,Positive,0
Gojek,cuma kadang susah dapat driver,5,0,2026-02-05 01:57:58,30,kadang susah driver,Positive,0
